Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1752172206875412,0xC4,false,Rx,0,7,0x3A,0xFE,0xFC,0x00,0x00,0xFF,0xF1,
1752172206875579,0x194,false,Rx,0,4,0xE2,0xF1,0x00,0xF0,,,,
1752172206875704,0x1D6,false,Rx,0,2,0xFF,0xF3,,,,,,
1752172206875820,0x2A6,false,Rx,0,2,0x00,0xFC,,,,,,
1752172206881778,0xAA,false,Rx,0,8,0x66,0x5C,0x07,0x00,0xB8,0x0B,0x94,0x00
1752172206882021,0xA8,false,Rx,0,8,0x0A,0x0C,0x21,0xE0,0x21,0x1F,0x0F,0x04
1752172206882249,0xA9,false,Rx,0,8,0xF5,0x0C,0x79,0xDF,0x1D,0xC7,0xE0,0x21
1752172206882448,0xBA,false,Rx,0,7,0x03,0xFF,0x0F,0x00,0x00,0x59,0x8C,
1752172206885399,0xB6,false,Rx,0,5,0x05,0x05,0x80,0x00,0xC8,,,
1752172206885624,0xC4,false,Rx,0,7,0x3A,0xFE,0xFC,0x00,0x00,0xFF,0xF1,
1752172206885889,0xCE,false,Rx,0,8,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
1752172206886109,0x19E,false,Rx,0,8,0x00,0xE0,0x0F,0xFC,0xFE,0x00,0x00,0x8B
1752172206886421,0x1A0,false,Rx,0,8,0x00,0x80,0x00,0xC0,0x00,0x14,0x50,0x47
1752172206886640,0x2B2,false,Rx,0,8,0x00,0x00,0x00,0x00,0x58,0x00,0x00,0x04
1752172206891768,0xAA,false,Rx,0,8,0x67,0x5D,0x07,0x00,0xB8,0x0B,0x94,0x00
1752172206891996,0xA8,false,Rx,0,8,0x0B,0x0D,0x21,0xE0,0x21,0x1F,0x0F,0x04
1752172206892228,0xA9,false,Rx,0,8,0xF6,0x0D,0x79,0xDF,0x1D,0xC7,0xE0,0x21
1752172206892431,0xBA,false,Rx,0,7,0x03,0xFF,0x0F,0x00,0x00,0x5A,0x8D,
1752172206895456,0xC4,false,Rx,0,7,0x3A,0xFE,0xFC,0x00,0x00,0xFF,0xF1,
1752172206899230,0x130,false,Rx,0,5,0x45,0x43,0x21,0x8F,0x11,,,
1752172206901713,0xAA,false,Rx,0,8,0x68,0x5E,0x07,0x00,0xB8,0x0B,0x94,0x00
1752172206901932,0xA8,false,Rx,0,8,0x0C,0x0E,0x21,0xE0,0x21,0x1F,0x0F,0x04
1752172206902157,0xA9,false,Rx,0,8,0xF7,0x0E,0x79,0xDF,0x1D,0xC7,0xE0,0x21
1752172206902400,0xBA,false,Rx,0,7,0x03,0xFF,0x0F,0x00,0x00,0x5B,0x8E,
